year,ba_code,hhi_cap,hhi_gen,hhi_cap_smoothed,hhi_gen_smoothed,norm_hhi_cap_smoothed,norm_hhi_gen_smoothed,eff_no_firms_smoothed_cap,eff_no_firms_smoothed_gen
2014,TVA,5725.22253,6758.728784,5901.2227,6456.7632,69.808121,73.249023,1.6945641,1.5487636
2015,TVA,5917.807314,6059.713927,5878.1216,6330.8516,69.534851,71.82061,1.7012237,1.5795664
2016,TVA,5916.173239,5936.022343,5850.0005,6209.4771,69.202194,70.443672,1.7094016,1.6104416
2017,TVA,5835.942473,6045.444004,5821.6792,6088.5313,68.867165,69.071602,1.7177174,1.6424322
2018,TVA,5789.943077,5787.572895,5793.0679,5970.77,68.528709,67.735649,1.7262011,1.6748259
2019,TVA,5784.526228,5908.621846,5752.0039,5872.584,68.042946,66.621773,1.7385246,1.7028279
2020,TVA,5684.704985,5935.036824,5705.9849,5806.8066,67.498566,65.875565,1.7525458,1.7221169
2021,TVA,5630.694179,5849.156624,5654.6484,5762.9707,66.891289,65.378265,1.7684566,1.7352161
2022,TVA,5628.570793,5585.463916,5614.7939,5722.1421,66.41983,64.915085,1.7810093,1.7475973
2023,TVA,5628.996844,5569.079766,5579.6294,5685.4067,66.003853,64.498337,1.7922337,1.7588891
2024,TVA,5361.027265,5465.985537,5549.6567,5644.8618,65.649292,64.038376,1.8019133,1.7715225
